סוג_מבנה,סוג_הזמנה,סוג_חיבור,חיבור_קיים,חיבור_מבוקש,גודל_חיבור,התקנת_מונים,גודל_חיבור_ציבורי,מספר_יחידות,עלות_הזמנה,עלות_חפירה,עלות_בדיקת_מתקן,סהכ_לפני_מעמ,מעמ,סהכ_כולל,endpoint
תעשייה ומסחר,הגדלת חיבור קיים,,3X40,3X800,,,,,75078.24,3343.55,545.35,78967.14,14214.09,93181.22,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X63,,,,,4198.57,0.00,545.35,4743.92,853.91,5597.83,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X80,,,,,6141.82,0.00,545.35,6687.17,1203.69,7890.86,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X100,,,,,8450.47,0.00,545.35,8995.82,1619.25,10615.07,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X125,,,,,11323.83,0.00,545.35,11869.18,2136.45,14005.63,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X160,,,,,15343.21,0.00,545.35,15888.56,2859.94,18748.50,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X200,,,,,18823.79,0.00,545.35,19369.14,3486.45,22855.59,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X250,,,,,23167.13,0.00,545.35,23712.48,4268.25,27980.73,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X315,,,,,28815.98,0.00,545.35,29361.33,5285.04,34646.37,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X400,,,,,36222.25,0.00,545.35,36767.60,6618.17,43385.77,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X500,,,,,44883.82,0.00,545.35,45429.17,8177.25,53606.42,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X630,,,,,56181.52,0.00,545.35,56726.87,10210.84,66937.71,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X50,3X800,,,,,70868.53,0.00,545.35,71413.88,12854.50,84268.38,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X80,,,,,4647.01,0.00,545.35,5192.36,934.63,6126.99,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X100,,,,,6955.66,0.00,545.35,7501.01,1350.18,8851.20,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X125,,,,,9829.02,0.00,545.35,10374.37,1867.39,12241.76,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X160,,,,,13848.40,0.00,545.35,14393.75,2590.87,16984.62,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X200,,,,,17694.02,0.00,545.35,18239.37,3283.09,21522.46,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X250,,,,,22037.36,0.00,545.35,22582.71,4064.89,26647.60,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X315,,,,,27686.21,0.00,545.35,28231.56,5081.68,33313.24,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X400,,,,,35092.48,0.00,545.35,35637.83,6414.81,42052.64,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X500,,,,,43754.05,0.00,545.35,44299.40,7973.89,52273.29,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X630,,,,,55051.75,0.00,545.35,55597.10,10007.48,65604.58,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X63,3X800,,,,,69738.76,0.00,545.35,70284.11,12651.14,82935.25,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X100,,,,,5012.41,0.00,545.35,5557.76,1000.40,6558.16,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X125,,,,,7885.77,0.00,545.35,8431.12,1517.60,9948.72,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X160,,,,,11905.15,0.00,545.35,12450.50,2241.09,14691.59,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X200,,,,,16225.32,0.00,545.35,16770.67,3018.72,19789.39,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X250,,,,,20568.66,0.00,545.35,21114.01,3800.52,24914.53,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X315,,,,,26217.51,0.00,545.35,26762.86,4817.31,31580.18,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X400,,,,,33623.78,0.00,545.35,34169.13,6150.44,40319.57,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X500,,,,,42285.35,0.00,545.35,42830.70,7709.53,50540.23,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X630,,,,,53583.05,0.00,545.35,54128.40,9743.11,63871.51,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X80,3X800,,,,,68270.06,0.00,545.35,68815.41,12386.77,81202.18,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X125,,,,,5577.12,0.00,545.35,6122.47,1102.04,7224.51,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X160,,,,,9596.50,0.00,545.35,10141.85,1825.53,11967.38,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X200,,,,,14480.46,0.00,545.35,15025.81,2704.65,17730.45,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X250,,,,,18823.79,0.00,545.35,19369.14,3486.45,22855.59,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X315,,,,,24472.64,0.00,545.35,25017.99,4503.24,29521.23,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X400,,,,,31878.91,0.00,545.35,32424.26,5836.37,38260.63,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X500,,,,,40540.48,0.00,545.35,41085.83,7395.45,48481.28,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X630,,,,,51838.18,0.00,545.35,52383.53,9429.04,61812.57,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X100,3X800,,,,,66525.19,0.00,545.35,67070.54,12072.70,79143.24,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X160,,,,,6723.14,0.00,545.35,7268.49,1308.33,8576.82,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X200,,,,,12308.79,0.00,545.35,12854.14,2313.74,15167.88,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X250,,,,,16652.13,0.00,545.35,17197.47,3095.55,20293.02,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X315,,,,,22300.97,0.00,545.35,22846.32,4112.34,26958.66,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X400,,,,,29707.24,0.00,545.35,30252.59,5445.47,35698.06,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X500,,,,,38368.82,0.00,545.35,38914.17,7004.55,45918.71,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X630,,,,,49666.51,0.00,545.35,50211.86,9038.14,59250.00,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X125,3X800,,,,,64353.53,0.00,545.35,64898.88,11681.80,76580.67,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X200,,,,,9270.96,0.00,545.35,9816.31,1766.94,11583.25,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X250,,,,,13614.30,0.00,545.35,14159.65,2548.74,16708.39,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X315,,,,,19263.15,0.00,545.35,19808.50,3565.53,23374.03,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X400,,,,,26669.42,0.00,545.35,27214.77,4898.66,32113.43,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X500,,,,,35330.99,0.00,545.35,35876.34,6457.74,42334.08,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X630,,,,,46628.69,0.00,545.35,47174.04,8491.33,55665.37,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X160,3X800,,,,,61315.70,0.00,545.35,61861.05,11134.99,72996.04,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X250,,,,,10137.12,0.00,545.35,10682.47,1922.84,12605.31,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X315,,,,,15785.97,0.00,545.35,16331.32,2939.64,19270.96,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X400,,,,,23192.24,0.00,545.35,23737.59,4272.77,28010.35,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X500,,,,,31853.81,0.00,545.35,32399.16,5831.85,38231.01,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X630,,,,,43151.51,0.00,545.35,43696.86,7865.43,51562.29,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X200,3X800,,,,,57838.52,0.00,545.35,58383.87,10509.10,68892.96,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X250,3X315,,,,,11442.63,0.00,545.35,11987.98,2157.84,14145.82,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X250,3X400,,,,,18848.90,0.00,545.35,19394.25,3490.96,22885.22,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X250,3X500,,,,,27510.47,0.00,545.35,28055.82,5050.05,33105.87,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X250,3X630,,,,,38808.17,0.00,545.35,39353.52,7083.63,46437.15,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X250,3X800,,,,,53495.18,0.00,545.35,54040.53,9727.30,63767.83,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X315,3X400,,,,,13200.05,0.00,545.35,13745.40,2474.17,16219.57,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X315,3X500,,,,,21861.62,0.00,545.35,22406.97,4033.25,26440.22,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X315,3X630,,,,,33159.32,0.00,545.35,33704.67,6066.84,39771.51,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X315,3X800,,,,,47846.33,0.00,545.35,48391.68,8710.50,57102.18,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X400,3X500,,,,,14455.35,0.00,545.35,15000.70,2700.13,17700.83,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X400,3X630,,,,,25753.05,0.00,545.35,26298.40,4733.71,31032.11,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X400,3X800,,,,,40440.06,0.00,545.35,40985.41,7377.37,48362.78,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X500,3X630,,,,,17091.48,0.00,545.35,17636.83,3174.63,20811.46,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X500,3X800,,,,,31778.49,0.00,545.35,32323.84,5818.29,38142.13,sumIndustriealExtensionOfExsiting
תעשייה ומסחר,הגדלת חיבור קיים,,3X630,3X800,,,,,20480.79,0.00,545.35,21026.14,3784.71,24810.85,sumIndustriealExtensionOfExsiting
מגורים,חיבור חדש לבית פרטי,בית בודד,,,1X40,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumTzamod
מגורים,חיבור חדש לבית פרטי,בית בודד,,,3X25,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumTzamod
מגורים,חיבור חדש לבית פרטי,בית בודד,,,3X40,,,,8518.60,3343.55,545.35,12407.50,2233.35,14640.85,sumTzamod
מגורים,חיבור חדש לבית פרטי,בית בודד,,,3X63,,,,12823.21,3343.55,545.35,16712.11,3008.18,19720.29,sumTzamod
מגורים,חיבור חדש לבית פרטי,בית בודד,,,3X80,,,,15990.75,3343.55,545.35,19879.65,3578.34,23457.99,sumTzamod
מגורים,חיבור חדש לבית פרטי,דו משפחתי,,,1X40,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumTzamod
מגורים,חיבור חדש לבית פרטי,דו משפחתי,,,3X25,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumTzamod
מגורים,חיבור חדש לבית פרטי,דו משפחתי,,,3X40,,,,5245.00,1671.78,545.35,7462.13,1343.18,8805.31,sumTzamod
מגורים,חיבור חדש לבית פרטי,דו משפחתי,,,3X63,,,,7904.60,1671.78,545.35,10121.72,1821.91,11943.63,sumTzamod
מגורים,חיבור חדש לבית פרטי,דו משפחתי,,,3X80,,,,9861.66,1671.78,545.35,12078.78,2174.18,14252.96,sumTzamod
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,1X40,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X25,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X35,,,,7571.05,3343.55,545.35,11459.95,2062.79,13522.74,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X40,,,,8518.60,3343.55,545.35,12407.50,2233.35,14640.85,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X50,,,,10386.64,3343.55,545.35,14275.54,2569.60,16845.13,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X63,,,,12823.21,3343.55,545.35,16712.11,3008.18,19720.29,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X80,,,,15990.75,3343.55,545.35,19879.65,3578.34,23457.99,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X100,,,,14197.19,3343.55,545.35,18086.09,3255.50,21341.58,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X125,,,,17070.54,3343.55,545.35,20959.44,3772.70,24732.15,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X160,,,,21089.92,3343.55,545.35,24978.82,4496.19,29475.01,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X200,,,,23167.13,3343.55,545.35,27056.03,4870.09,31926.12,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X250,,,,27510.47,3343.55,545.35,31399.37,5651.89,37051.26,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X315,,,,33159.32,3343.55,545.35,37048.22,6668.68,43716.90,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X400,,,,40565.59,3343.55,545.35,44454.49,8001.81,52456.30,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X500,,,,49227.16,3343.55,545.35,53116.06,9560.89,62676.95,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X630,,,,60524.86,3343.55,545.35,64413.76,11594.48,76008.24,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X800,,,,75211.87,3343.55,545.35,79100.77,14238.14,93338.91,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר/ מערכת מנייה,,,3X910,,,,84877.68,3343.55,545.35,88766.58,15977.98,104744.56,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,1X40,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X25,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X35,,,,4659.56,1671.78,545.35,6876.68,1237.80,8114.49,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X40,,,,5245.00,1671.78,545.35,7462.13,1343.18,8805.31,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X50,,,,6399.17,1671.78,545.35,8616.29,1550.93,10167.22,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X63,,,,7904.60,1671.78,545.35,10121.72,1821.91,11943.63,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X80,,,,9861.66,1671.78,545.35,12078.78,2174.18,14252.96,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X100,,,,12186.71,1671.78,545.35,14403.83,2592.69,16996.52,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X125,,,,15080.48,1671.78,545.35,17297.60,3113.57,20411.17,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X160,,,,19128.41,1671.78,545.35,21345.54,3842.20,25187.74,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X200,,,,23761.79,1671.78,545.35,25978.92,4676.21,30655.12,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X250,,,,29549.34,1671.78,545.35,31766.46,5717.96,37484.42,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X315,,,,37076.49,1671.78,545.35,39293.61,7072.85,46366.46,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X400,,,,46945.42,1671.78,545.35,49162.54,8849.26,58011.80,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X500,,,,58487.05,1671.78,545.35,60704.17,10926.75,71630.92,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X630,,,,73541.35,1671.78,545.35,75758.47,13636.52,89394.99,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X800,,,,93111.94,1671.78,545.35,95329.06,17159.23,112488.29,sumIndustriealPiler
תעשייה ומסחר,חיבור בפילר/ מערכות מנייה,חיבור אחד בפילר לשני מונים,,,3X910,,,,105991.73,1671.78,545.35,108208.85,19477.59,127686.44,sumIndustriealPiler
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,1X40,1,4371.63,3343.55,545.35,8260.53,1486.89,9747.42,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X25,1,4371.63,3343.55,545.35,8260.53,1486.89,9747.42,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X35,1,4983.38,3343.55,545.35,8872.28,1597.01,10469.29,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X40,1,5293.69,3343.55,545.35,9182.59,1652.87,10835.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X50,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X63,1,6703.38,3343.55,545.35,10592.28,1906.61,12498.90,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X80,1,7740.71,3343.55,545.35,11629.61,2093.33,13722.94,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X100,1,15393.46,3343.55,545.35,19282.36,3470.82,22753.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X125,1,18532.37,3343.55,545.35,22421.27,4035.83,26457.10,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X160,1,22923.22,3343.55,545.35,26812.12,4826.18,31638.30,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X200,1,27949.10,3343.55,545.35,31838.00,5730.84,37568.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X250,1,34226.93,3343.55,545.35,38115.83,6860.85,44976.68,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X315,1,42391.73,3343.55,545.35,46280.63,8330.51,54611.14,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X400,1,53096.69,3343.55,545.35,56985.59,10257.41,67242.99,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X500,1,65616.05,3343.55,545.35,69504.95,12510.89,82015.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X630,1,81945.65,3343.55,545.35,85834.55,15450.22,101284.77,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X800,1,103174.13,3343.55,545.35,107063.03,19271.35,126334.37,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכניסה לבניין,3X910,1,117145.01,3343.55,545.35,121033.91,21786.10,142820.01,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,1X40,1,4371.63,3343.55,545.35,8260.53,1486.89,9747.42,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X25,1,4371.63,3343.55,545.35,8260.53,1486.89,9747.42,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X35,1,4983.38,3343.55,545.35,8872.28,1597.01,10469.29,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X40,1,5293.69,3343.55,545.35,9182.59,1652.87,10835.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X50,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X63,1,6703.38,3343.55,545.35,10592.28,1906.61,12498.90,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X80,1,7740.71,3343.55,545.35,11629.61,2093.33,13722.94,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X100,1,15393.46,3343.55,545.35,19282.36,3470.82,22753.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X125,1,18532.37,3343.55,545.35,22421.27,4035.83,26457.10,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X160,1,22923.22,3343.55,545.35,26812.12,4826.18,31638.30,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X200,1,27949.10,3343.55,545.35,31838.00,5730.84,37568.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X250,1,34226.93,3343.55,545.35,38115.83,6860.85,44976.68,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X315,1,42391.73,3343.55,545.35,46280.63,8330.51,54611.14,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X400,1,53096.69,3343.55,545.35,56985.59,10257.41,67242.99,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X500,1,65616.05,3343.55,545.35,69504.95,12510.89,82015.84,sumAppartmentHouses
