סוג_מבנה,סוג_הזמנה,סוג_חיבור,חיבור_קיים,חיבור_מבוקש,גודל_חיבור,התקנת_מונים,גודל_חיבור_ציבורי,מספר_יחידות,עלות_הזמנה,עלות_חפירה,עלות_בדיקת_מתקן,סהכ_לפני_מעמ,מעמ,סהכ_כולל,endpoint
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X630,1,81945.65,3343.55,545.35,85834.55,15450.22,101284.77,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X800,1,103174.13,3343.55,545.35,107063.03,19271.35,126334.37,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכניסה לבניין,3X910,1,117145.01,3343.55,545.35,121033.91,21786.10,142820.01,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,1X40,1,5293.69,3343.55,545.35,9182.59,1652.87,10835.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X25,1,5293.69,3343.55,545.35,9182.59,1652.87,10835.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X35,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X40,1,6215.75,3343.55,545.35,10104.65,1818.84,11923.49,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X50,1,6827.51,3343.55,545.35,10716.41,1928.95,12645.36,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X63,1,7625.45,3343.55,545.35,11514.35,2072.58,13586.93,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X80,1,8662.77,3343.55,545.35,12551.67,2259.30,14810.97,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X100,1,16315.52,3343.55,545.35,20204.42,3636.80,23841.22,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X125,1,19454.43,3343.55,545.35,23343.33,4201.80,27545.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X160,1,23845.28,3343.55,545.35,27734.18,4992.15,32726.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X200,1,28871.17,3343.55,545.35,32760.07,5896.81,38656.88,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X250,1,35148.99,3343.55,545.35,39037.89,7026.82,46064.71,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X315,1,43313.79,3343.55,545.35,47202.69,8496.48,55699.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X400,1,54018.75,3343.55,545.35,57907.65,10423.38,68331.03,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X500,1,66538.11,3343.55,545.35,70427.01,12676.86,83103.87,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X630,1,82867.71,3343.55,545.35,86756.61,15616.19,102372.80,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X800,1,104096.19,3343.55,545.35,107985.09,19437.32,127422.41,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכניסה לבניין,3X910,1,118067.07,3343.55,545.35,121955.97,21952.07,143908.05,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,1X40,1,6703.38,3343.55,545.35,10592.28,1906.61,12498.90,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X25,1,6703.38,3343.55,545.35,10592.28,1906.61,12498.90,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X35,1,7315.14,3343.55,545.35,11204.04,2016.73,13220.76,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X40,1,7625.45,3343.55,545.35,11514.35,2072.58,13586.93,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X50,1,8237.20,3343.55,545.35,12126.10,2182.70,14308.80,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X63,1,9035.14,3343.55,545.35,12924.04,2326.33,15250.37,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X80,1,10072.46,3343.55,545.35,13961.36,2513.05,16474.41,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X100,1,17725.21,3343.55,545.35,21614.11,3890.54,25504.65,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X125,1,20864.13,3343.55,545.35,24753.03,4455.54,29208.57,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X160,1,25254.97,3343.55,545.35,29143.87,5245.90,34389.77,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X200,1,30280.86,3343.55,545.35,34169.76,6150.56,40320.32,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X250,1,36558.69,3343.55,545.35,40447.59,7280.57,47728.15,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X315,1,44723.49,3343.55,545.35,48612.39,8750.23,57362.62,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X400,1,55428.45,3343.55,545.35,59317.35,10677.12,69994.47,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X500,1,67947.81,3343.55,545.35,71836.71,12930.61,84767.31,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X630,1,84277.41,3343.55,545.35,88166.31,15869.94,104036.24,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X800,1,105505.89,3343.55,545.35,109394.79,19691.06,129085.85,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכניסה לבניין,3X910,1,119476.77,3343.55,545.35,123365.67,22205.82,145571.49,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,1X40,1,7740.71,3343.55,545.35,11629.61,2093.33,13722.94,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X25,1,7740.71,3343.55,545.35,11629.61,2093.33,13722.94,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X35,1,8352.46,3343.55,545.35,12241.36,2203.44,14444.80,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X40,1,8662.77,3343.55,545.35,12551.67,2259.30,14810.97,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X50,1,9274.52,3343.55,545.35,13163.42,2369.42,15532.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X63,1,10072.46,3343.55,545.35,13961.36,2513.05,16474.41,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X80,1,11109.79,3343.55,545.35,14998.69,2699.76,17698.45,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X100,1,18762.54,3343.55,545.35,22651.44,4077.26,26728.69,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X125,1,21901.45,3343.55,545.35,25790.35,4642.26,30432.61,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X160,1,26292.30,3343.55,545.35,30181.20,5432.62,35613.81,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X200,1,31318.18,3343.55,545.35,35207.08,6337.28,41544.36,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X250,1,37596.01,3343.55,545.35,41484.91,7467.28,48952.19,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X315,1,45760.81,3343.55,545.35,49649.71,8936.95,58586.66,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X400,1,56465.77,3343.55,545.35,60354.67,10863.84,71218.51,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X500,1,68985.13,3343.55,545.35,72874.03,13117.33,85991.35,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X630,1,85314.73,3343.55,545.35,89203.63,16056.65,105260.28,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X800,1,106543.21,3343.55,545.35,110432.11,19877.78,130309.89,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכניסה לבניין,3X910,1,120514.09,3343.55,545.35,124402.99,22392.54,146795.53,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,1X40,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X25,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X35,1,6823.07,3343.55,545.35,10711.98,1928.16,12640.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X40,1,7288.54,3343.55,545.35,11177.44,2011.94,13189.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X50,1,8206.17,3343.55,545.35,12095.07,2177.11,14272.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X63,1,9403.08,3343.55,545.35,13291.98,2392.56,15684.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X80,1,10959.06,3343.55,545.35,14847.96,2672.63,17520.60,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X100,1,16160.37,3343.55,545.35,20049.26,3608.87,23658.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X125,1,19299.28,3343.55,545.35,23188.18,4173.87,27362.05,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X160,1,23690.13,3343.55,545.35,27579.02,4964.22,32543.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X200,1,28716.01,3343.55,545.35,32604.91,5868.88,38473.80,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X250,1,34993.84,3343.55,545.35,38882.74,6998.89,45881.63,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X315,1,43158.64,3343.55,545.35,47047.54,8468.56,55516.09,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X400,1,53863.60,3343.55,545.35,57752.50,10395.45,68147.95,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X500,1,66382.96,3343.55,545.35,70271.86,12648.93,82920.79,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X630,1,82712.56,3343.55,545.35,86601.46,15588.26,102189.72,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X800,1,103941.04,3343.55,545.35,107829.94,19409.39,127239.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,ריכוז בכל קומה,3X910,1,117911.92,3343.55,545.35,121800.82,21924.15,143724.96,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,1X40,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X25,1,5905.44,3343.55,545.35,9794.34,1762.98,11557.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X35,1,6823.07,3343.55,545.35,10711.98,1928.16,12640.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X40,1,7288.54,3343.55,545.35,11177.44,2011.94,13189.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X50,1,8206.17,3343.55,545.35,12095.07,2177.11,14272.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X63,1,9403.08,3343.55,545.35,13291.98,2392.56,15684.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X80,1,10959.06,3343.55,545.35,14847.96,2672.63,17520.60,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X100,1,16160.37,3343.55,545.35,20049.26,3608.87,23658.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X125,1,19299.28,3343.55,545.35,23188.18,4173.87,27362.05,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X160,1,23690.13,3343.55,545.35,27579.02,4964.22,32543.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X200,1,28716.01,3343.55,545.35,32604.91,5868.88,38473.80,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X250,1,34993.84,3343.55,545.35,38882.74,6998.89,45881.63,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X315,1,43158.64,3343.55,545.35,47047.54,8468.56,55516.09,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X400,1,53863.60,3343.55,545.35,57752.50,10395.45,68147.95,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X500,1,66382.96,3343.55,545.35,70271.86,12648.93,82920.79,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X630,1,82712.56,3343.55,545.35,86601.46,15588.26,102189.72,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X800,1,103941.04,3343.55,545.35,107829.94,19409.39,127239.33,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,ריכוז בכל קומה,3X910,1,117911.92,3343.55,545.35,121800.82,21924.15,143724.96,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,1X40,1,7288.54,3343.55,545.35,11177.44,2011.94,13189.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X25,1,7288.54,3343.55,545.35,11177.44,2011.94,13189.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X35,1,8206.17,3343.55,545.35,12095.07,2177.11,14272.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X40,1,8671.64,3343.55,545.35,12560.54,2260.90,14821.43,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X50,1,9589.27,3343.55,545.35,13478.17,2426.07,15904.24,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X63,1,10786.18,3343.55,545.35,14675.08,2641.51,17316.59,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X80,1,12342.16,3343.55,545.35,16231.06,2921.59,19152.65,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X100,1,17543.46,3343.55,545.35,21432.36,3857.82,25290.19,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X125,1,20682.37,3343.55,545.35,24571.27,4422.83,28994.10,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X160,1,25073.22,3343.55,545.35,28962.12,5213.18,34175.30,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X200,1,30099.11,3343.55,545.35,33988.01,6117.84,40105.85,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X250,1,36376.93,3343.55,545.35,40265.83,7247.85,47513.68,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X315,1,44541.73,3343.55,545.35,48430.63,8717.51,57148.15,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X400,1,55246.69,3343.55,545.35,59135.59,10644.41,69780.00,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X500,1,67766.05,3343.55,545.35,71654.95,12897.89,84552.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X630,1,84095.65,3343.55,545.35,87984.55,15837.22,103821.77,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X800,1,105324.13,3343.55,545.35,109213.03,19658.35,128871.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,ריכוז בכל קומה,3X910,1,119295.01,3343.55,545.35,123183.91,22173.10,145357.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,1X40,1,9403.08,3343.55,545.35,13291.98,2392.56,15684.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X25,1,9403.08,3343.55,545.35,13291.98,2392.56,15684.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X35,1,10320.71,3343.55,545.35,14209.61,2557.73,16767.34,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X40,1,10786.18,3343.55,545.35,14675.08,2641.51,17316.59,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X50,1,11703.81,3343.55,545.35,15592.71,2806.69,18399.40,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X63,1,12900.72,3343.55,545.35,16789.62,3022.13,19811.75,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X80,1,14456.70,3343.55,545.35,18345.60,3302.21,21647.81,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X100,1,19658.00,3343.55,545.35,23546.90,4238.44,27785.34,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X125,1,22796.91,3343.55,545.35,26685.81,4803.45,31489.26,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X160,1,27187.76,3343.55,545.35,31076.66,5593.80,36670.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X200,1,32213.65,3343.55,545.35,36102.55,6498.46,42601.01,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X250,1,38491.47,3343.55,545.35,42380.37,7628.47,50008.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X315,1,46656.27,3343.55,545.35,50545.17,9098.13,59643.31,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X400,1,57361.23,3343.55,545.35,61250.13,11025.02,72275.16,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X500,1,69880.59,3343.55,545.35,73769.49,13278.51,87048.00,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X630,1,86210.19,3343.55,545.35,90099.09,16217.84,106316.93,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X800,1,107438.67,3343.55,545.35,111327.57,20038.96,131366.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,ריכוז בכל קומה,3X910,1,121409.55,3343.55,545.35,125298.45,22553.72,147852.18,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,1X40,1,10959.06,3343.55,545.35,14847.96,2672.63,17520.60,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X25,1,10959.06,3343.55,545.35,14847.96,2672.63,17520.60,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X35,1,11876.69,3343.55,545.35,15765.59,2837.81,18603.40,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X40,1,12342.16,3343.55,545.35,16231.06,2921.59,19152.65,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X50,1,13259.79,3343.55,545.35,17148.69,3086.76,20235.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X63,1,14456.70,3343.55,545.35,18345.60,3302.21,21647.81,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X80,1,16012.68,3343.55,545.35,19901.58,3582.29,23483.87,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X100,1,21213.99,3343.55,545.35,25102.89,4518.52,29621.40,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X125,1,24352.90,3343.55,545.35,28241.80,5083.52,33325.32,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X160,1,28743.74,3343.55,545.35,32632.64,5873.88,38506.52,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X200,1,33769.63,3343.55,545.35,37658.53,6778.54,44437.07,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X250,1,40047.46,3343.55,545.35,43936.36,7908.54,51844.90,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X315,1,48212.26,3343.55,545.35,52101.16,9378.21,61479.37,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X400,1,58917.22,3343.55,545.35,62806.12,11305.10,74111.22,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X500,1,71436.58,3343.55,545.35,75325.48,13558.59,88884.06,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X630,1,87766.18,3343.55,545.35,91655.08,16497.91,108152.99,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X800,1,108994.66,3343.55,545.35,112883.56,20319.04,133202.60,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,ריכוז בכל קומה,3X910,1,122965.54,3343.55,545.35,126854.44,22833.80,149688.24,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,1X40,1,7581.81,3343.55,545.35,11470.71,2064.73,13535.44,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X25,1,7581.81,3343.55,545.35,11470.71,2064.73,13535.44,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X35,1,8833.75,3343.55,545.35,12722.65,2290.08,15012.73,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X40,1,9468.79,3343.55,545.35,13357.69,2404.38,15762.07,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X50,1,10720.73,3343.55,545.35,14609.63,2629.73,17239.36,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X63,1,12353.69,3343.55,545.35,16242.59,2923.67,19166.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X80,1,14476.53,3343.55,545.35,18365.43,3305.78,21671.21,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X100,1,16998.55,3343.55,545.35,20887.45,3759.74,24647.19,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X125,1,20137.46,3343.55,545.35,24026.36,4324.75,28351.11,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X160,1,24528.31,3343.55,545.35,28417.21,5115.10,33532.31,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X200,1,29554.20,3343.55,545.35,33443.10,6019.76,39462.86,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X250,1,35832.02,3343.55,545.35,39720.92,7149.77,46870.69,sumAppartmentHouses
